id,department,gender,id_crew,job,name
75804,Directing,2,940663,Director,Chester M. Franklin
24480,Directing,2,21198,Director,Peter Sohn
37060,Directing,0,1278791,Director,Chris Stenner
37060,Directing,0,1278792,Director,Arvid Uibel
37060,Directing,0,1278793,Director,Heidi Wittlinger
176273,Directing,0,1158626,Director,Lewis H. Moomaw
19851,Directing,2,566328,Director,Michael Sucsy
24293,Directing,2,70212,Director,Kazuaki Kiriya
14161,Directing,2,6046,Director,Roland Emmerich
22825,Directing,2,1577,Director,Richard Kelly
8088,Directing,2,309,Director,Pedro Almodóvar
70805,Directing,2,146949,Director,Jonathan Nossiter
21581,Directing,2,583726,Director,Jean-Philippe Duval
22824,Directing,0,62369,Director,Olatunde Osunsanmi
25793,Directing,2,20019,Director,Lee Daniels
23189,Directing,0,86004,Director,Joseph H. Lewis
11699,Directing,2,6818,Director,Werner Herzog
18239,Directing,0,3288,Director,Chris Weitz
17774,Directing,2,127542,Director,Bob Misiorowski
28089,Directing,2,34110,Director,Oren Moverman
14859,Directing,2,116802,Director,Todd Kessler
7860,Directing,2,53090,Director,Eran Riklis
22832,Directing,2,11266,Director,James McTeigue
32511,Directing,2,109293,Director,Corneliu Porumboiu
14172,Directing,2,40282,Director,Philippe Martinez
19167,Directing,2,58766,Director,Simon Fellows
121088,Directing,1,964037,Director,Issa López
73501,Directing,0,1513832,Director,Caroline Zelder
2261,Directing,2,3451,Director,Mel Stuart
9924,Directing,2,16590,Director,Sheldon Lettich
30231,Directing,0,95135,Director,Robert Boris
33273,Directing,2,74943,Director,Daniel Monzón
33035,Directing,2,109978,Director,Ian Fitzgibbon
55628,Directing,2,29802,Director,Marty Feldman
112687,Directing,2,100296,Director,Peter Sasdy
20411,Directing,2,58766,Director,Simon Fellows
71329,Directing,0,1075658,Director,Souleymane Cissé
32543,Directing,2,109342,Director,Jacques Feyder
54966,Directing,0,994400,Director,Kamal Amrohi
91426,Directing,2,97202,Director,Kenji Mizoguchi
6058,Directing,2,4501,Director,Dean Semler
31002,Directing,2,63937,Director,Albert Pyun
34003,Directing,0,96112,Director,Roy Burdine
34003,Directing,0,96114,Director,Lloyd Goldfine
25472,Directing,0,94075,Director,David Soren
7445,Directing,2,53334,Director,Jim Sheridan
23269,Directing,0,47061,Director,Jörn Donner
47466,Directing,0,1203292,Director,Ferenc Rófusz
109175,Directing,2,20412,Director,Michael Anderson
153118,Directing,0,1100023,Director,Georges Schwizgebel
18595,Directing,2,83281,Director,Lenny Abrahamson
53516,Directing,2,33223,Director,Hal Roach
27258,Directing,0,61510,Director,Christopher Denham
20764,Directing,2,91252,Director,Alex Rivera
25467,Directing,2,62644,Director,50 Cent
161094,Directing,2,1023485,Director,Lee Davis
267523,Directing,0,1315253,Director,Gitanjali Rao
22881,Directing,2,54040,Director,John Lee Hancock
93743,Directing,0,999620,Director,Aleksandr Medvedkin
97035,Directing,0,237859,Director,Joris Ivens
97035,Directing,1,1090026,Director,Marceline Loridan-Ivens
88276,Directing,2,1092209,Director,Hollis Frampton
94466,Directing,2,46230,Director,Nagisa Ōshima
99875,Directing,2,33166,Director,René Clair
126863,Directing,2,930709,Director,Ken Jacobs
58435,Directing,2,227824,Director,Hans-Jürgen Syberberg
1284,Directing,2,10847,Director,Santiago Segura
19116,Directing,2,4755,Director,David R. Ellis
25716,Directing,0,17282,Director,Takashi Miike
36106,Directing,2,100036,Director,D.W. Griffith
90041,Directing,2,936169,Director,Michael Snow
104776,Directing,2,2891,Director,Josef von Sternberg
8353,Directing,2,55335,Director,Mario Peixoto
15400,Directing,2,69416,Director,Bradley Raymond
15400,Directing,1,93301,Director,Jun Falkenstein
15400,Directing,2,139851,Director,Toby Shelton
15400,Directing,2,387816,Director,Bill Speers
22640,Directing,2,77086,Director,Jonas Pate
22949,Directing,2,68573,Director,Walt Becker
36272,Directing,2,17247,Director,Po-Chih Leong
16866,Directing,2,117052,Director,Jorge Blanco
16866,Directing,2,968303,Director,Javier Abad
16866,Directing,0,1158156,Director,Marcos Martínez
12404,Directing,2,564,Director,Richard Linklater
23951,Directing,0,77656,Director,Gary Hustwit
30238,Directing,0,550041,Director,Shaun Monson
29406,Directing,0,105313,Director,James Mottern
34653,Directing,2,120615,Director,Tom Ford
14452,Directing,2,104831,Director,Jeff King
18472,Directing,2,104831,Director,Jeff King
51284,Directing,2,113337,Director,Aleksey Balabanov
7980,Directing,2,108,Director,Peter Jackson
22954,Directing,2,190,Director,Clint Eastwood
2143,Directing,2,15488,Director,Ken Loach
10198,Directing,2,15810,Director,Ron Clements
10198,Directing,2,15811,Director,John Musker
26171,Directing,0,64045,Director,Kirk Jones
32634,Directing,0,8500,Director,John Ford
4597,Directing,2,41671,Director,Nimród Antal
37190,Directing,2,63447,Director,David Hillenbrand
37190,Directing,2,63452,Director,Scott Hillenbrand
31909,Directing,2,10051,Director,Tobe Hooper
62131,Directing,2,29471,Director,Richard Franklin
20606,Directing,2,64108,Director,Jake West
139212,Directing,0,1110375,Director,John Webster
57654,Directing,0,931952,Director,Lee Isaac Chung
18175,Directing,0,124908,Director,Thomas Whelan
88067,Directing,2,41795,Director,Manny Coto
30526,Directing,2,58040,Director,Bruce Malmuth
347,Directing,0,5030,Director,Edgar G. Ulmer
347,Directing,2,5029,Director,Robert Siodmak
35867,Directing,2,12160,Director,Satyajit Ray
64414,Directing,2,28615,Director,Éric Rohmer
83491,Directing,0,270361,Director,Aleksey German
56800,Directing,2,37302,Director,Georges Franju
38759,Directing,0,121256,Director,Mauritz Stiller
28392,Directing,2,14855,Director,Frank Borzage
92432,Directing,0,15127,Director,Luchino Visconti
45987,Directing,2,97202,Director,Kenji Mizoguchi
55261,Directing,2,16544,Director,Ted Kotcheff
27719,Directing,2,24886,Director,Frédéric Forestier
42836,Directing,2,13899,Director,G.W. Pabst
101382,Directing,2,97202,Director,Kenji Mizoguchi
47122,Directing,2,163412,Director,Jack Smith
89785,Directing,2,50870,Director,Alexander Kluge
129417,Directing,0,574846,Director,Mark Donskoy
53161,Directing,2,32427,Director,W.S. Van Dyke
47046,Directing,2,69759,Director,Apichatpong Weerasethakul
82404,Directing,2,256841,Director,Pedro Costa
128846,Directing,0,935136,Director,Jean-Marie Straub
63764,Directing,2,37770,Director,Claude Autant-Lara
148597,Directing,2,20640,Director,Chen Kaige
46886,Directing,0,137660,Director,Jaak Kilmi
129303,Directing,2,1065698,Director,Norman McLaren
24438,Directing,2,18323,Director,Marc Lawrence
174598,Directing,2,28968,Director,J. Searle Dawley
60639,Directing,0,231428,Director,Peng-Yi Chang 
14704,Directing,2,77173,Director,Jose Pozo
100122,Directing,0,563824,Director,Álvaro Fernández Armero
48496,Directing,0,83865,Director,Zbigniew Rybczynski
33052,Directing,2,99667,Director,Alexander Hall
140281,Directing,2,99667,Director,Alexander Hall
26032,Directing,2,84568,Director,Rob Williams
29697,Directing,2,93916,Director,Regardt van den Bergh
16576,Directing,0,85530,Director,R. Balki
19197,Directing,0,84265,Director,Steven Sheil
23947,Directing,0,90667,Director,Hanna Sköld
25968,Directing,1,47201,Director,Emily Young
61872,Directing,2,107395,Director,Nick Willing
32615,Directing,2,39996,Director,Sidney Lumet
19995,Directing,2,2710,Director,James Cameron
10197,Directing,2,17633,Director,Rob Marshall
9650,Directing,2,16214,Director,Mario Van Peebles
64481,Directing,0,5005,Director,François Dupeyron
10268,Directing,1,64534,Director,Isabelle Mergault
22897,Directing,1,17698,Director,Nancy Meyers
10528,Directing,2,956,Director,Guy Ritchie
25196,Directing,2,65167,Director,Scott Cooper
13988,Directing,2,15361,Director,Josef Rusnak
36811,Directing,2,52405,Director,Michael Hoffman
40054,Directing,2,24501,Director,Pierre Richard
23398,Directing,1,31024,Director,Betty Thomas
28520,Directing,2,101444,Director,Scott McGehee
28520,Directing,2,101446,Director,David Siegel
15772,Directing,2,78747,Director,Mani Ratnam
132397,Directing,2,1004602,Director,Yevgeni Bauer
38908,Directing,2,121608,Director,James Westby
42206,Directing,2,2725,Director,Rainer Werner Fassbinder
26533,Directing,2,95723,Director,Richard Wallace
25137,Directing,2,37710,Director,Peter Hyams
22043,Directing,0,134918,Director,Peter N. Alexander
18898,Directing,2,15488,Director,Ken Loach
26123,Directing,2,21475,Director,John Putch
40494,Directing,2,15378,Director,Carol Reed
27172,Directing,2,10601,Director,Joseph L. Mankiewicz
17591,Directing,2,37846,Director,Emeric Pressburger
17591,Directing,2,68424,Director,Michael Powell
49687,Directing,2,12329,Director,Vittorio De Sica
51831,Directing,0,589674,Director,Jean-Marc Piché
44808,Directing,2,92436,Director,Keoni Waxman
121379,Directing,2,2428,Director,Ernst Lubitsch
41886,Directing,0,1110611,Director,Jay Delaney
24050,Directing,0,114841,Director,Stephen Berra
94803,Directing,2,49208,Director,E.A. Dupont
156015,Directing,0,73153,Director,Jacques Rivette
94727,Directing,0,10092,Director,Robert J. Flaherty
94727,Directing,1,1840038,Director,Frances H. Flaherty
132392,Directing,0,936343,Director,Humphrey Jennings
114790,Directing,2,26436,Director,Helmut Käutner
36293,Directing,0,78108,Director,Isaac Florentine
26129,Directing,2,48965,Director,Anthony Hickox
110733,Directing,2,144826,Director,Boris Barnet
110733,Directing,0,1442632,Director,S. Mardanin
96107,Directing,2,29962,Director,King Vidor
89647,Directing,0,1018093,Director,Noel M. Smith
27390,Directing,2,97618,Director,David DeCoteau
122163,Directing,2,48965,Director,Anthony Hickox
352237,Directing,2,15206,Director,Jim McBride
25769,Directing,2,94220,Director,Àlex Pastor
25769,Directing,2,94222,Director,David Pastor
14159,Directing,0,35738,Director,Anil Mehta
25680,Directing,2,12804,Director,Peter Yates
36117,Directing,0,49687,Director,Klaus Lemke
43876,Directing,2,37361,Director,Anatole Litvak
63215,Directing,1,130030,Director,Chantal Akerman
124994,Directing,2,97202,Director,Kenji Mizoguchi
54051,Directing,0,1095442,Director,Basil Wright
80960,Directing,2,37461,Director,Willi Forst
97032,Directing,0,935136,Director,Jean-Marie Straub
97032,Directing,1,935137,Director,Danièle Huillet
148536,Directing,0,574846,Director,Mark Donskoy
64736,Directing,0,127123,Director,Oksana Bychkova
23963,Directing,2,55189,Director,Bruce McDonald
35148,Directing,0,1072153,Director,Alexander E. Sokoloff
26465,Directing,2,131791,Director,Vlad Yudin
51422,Directing,2,98132,Director,Jim Wynorski
51422,Directing,2,85203,Director,Damian Lee
60489,Directing,2,16590,Director,Sheldon Lettich
16204,Directing,2,21032,Director,David Auburn
23404,Directing,2,16644,Director,Dolph Lundgren
20236,Directing,2,17208,Director,Danny Lerner
42564,Directing,0,11435,Director,Howard Hawks
65572,Directing,2,21808,Director,Matthew Chapman
25190,Directing,2,37362,Director,Henry King
22327,Directing,2,61069,Director,Miguel Arteta
19901,Directing,2,56501,Director,Michael Spierig
19901,Directing,2,56502,Director,Peter Spierig
28644,Directing,1,101399,Director,Claudia Llosa
24458,Directing,0,91641,Director,Franny Armstrong
13723,Directing,2,16644,Director,Dolph Lundgren
15791,Directing,0,147950,Director,Samuel Dolhasca
28178,Directing,2,5306,Director,Lasse Hallström
291554,Directing,0,1709410,Director,Andrew Chiaramonte
149851,Directing,2,138204,Director,Maurice Phillips
14773,Directing,2,77306,Director,Hunter Weeks
147683,Directing,2,1120483,Director,Mircea Veroiu
147683,Directing,0,1126277,Director,Dan Pița
25195,Directing,2,26481,Director,Anand Tucker
20504,Directing,2,11447,Director,Albert Hughes
20504,Directing,2,11448,Director,Allen Hughes
33613,Directing,2,76325,Director,Daniel Alfredson
57251,Directing,2,15488,Director,Ken Loach
57251,Directing,2,27213,Director,Ermanno Olmi
57251,Directing,0,119294,Director,Abbas Kiarostami
85126,Directing,2,73022,Director,Robert Culp
123772,Directing,2,5696,Director,Bruce Beresford
4286,Directing,0,15127,Director,Luchino Visconti
21575,Directing,2,17496,Director,Jacques Audiard
104320,Directing,0,101569,Director,Alberto Cavallone
4932,Directing,2,13294,Director,Gene Kelly
39023,Directing,2,121798,Director,Joko Anwar
187401,Directing,0,17268,Director,Ronny Yu
25927,Directing,2,53120,Director,James DeMonaco
14173,Directing,0,82566,Director,Anders Morgenthaler
28227,Directing,2,31654,Director,Chris Smith
31875,Directing,0,64194,Director,Paweł Pawlikowski
44085,Directing,2,1210055,Director,Marwan Hamed
58589,Directing,0,228118,Director,Giacomo Talamini
26820,Directing,2,33315,Director,Richard Loncraine
119905,Directing,0,932161,Director,Albert Serra
24271,Directing,2,18357,Director,Peter Hewitt
52273,Directing,2,131319,Director,Marc S. Grenier
95140,Directing,2,64508,Director,Sidney J. Furie
179066,Directing,2,32427,Director,W.S. Van Dyke
37222,Directing,2,32919,Director,Anthony Asquith
55197,Directing,0,95501,Director,Yasujirō Ozu
87065,Directing,0,17447,Director,Terry Zwigoff
20551,Directing,0,1340740,Director,Coke Sams
28280,Directing,2,64508,Director,Sidney J. Furie
26125,Directing,2,16644,Director,Dolph Lundgren
26765,Directing,2,4610,Director,John Landis
5707,Directing,2,44950,Director,Richard Schickel
323111,Directing,2,40575,Director,Michael W. Watkins
26961,Directing,2,19707,Director,Charles Band
126925,Directing,2,42060,Director,Sidney Franklin
126925,Directing,2,940663,Director,Chester M. Franklin
1450,Directing,2,21931,Director,Chris Nahon
101006,Directing,2,1002601,Director,Lisandro Alonso
52429,Directing,2,145968,Director,Richard Boleslawski
81895,Directing,2,31900,Director,Michael Vejar
148435,Directing,0,232313,Director,Armand Lohikoski
46335,Directing,0,73153,Director,Jacques Rivette
18476,Directing,0,71329,Director,Jonas Åkerlund
15774,Directing,2,78751,Director,Ashutosh Gowariker
20107,Directing,0,85818,Director,Brian Hecker
12161,Directing,2,2332,Director,Christian Petzold
164421,Directing,2,65843,Director,Mihalis Kakogiannis
101342,Directing,2,257772,Director,João César Monteiro
41970,Directing,0,86290,Director,Derek Jarman
89800,Directing,0,80107,Director,Akihiko Shiota
21521,Directing,2,18897,Director,Jackie Chan
44027,Directing,2,6818,Director,Werner Herzog
143098,Directing,0,1091507,Director,Pirjo Honkasalo
31175,Directing,2,5125,Director,Fatih Akin
22274,Directing,0,119356,Director,Antonello Grimaldi
4579,Directing,0,18627,Director,Paul Morrissey
32097,Directing,2,10346,Director,Robert Bresson
83430,Directing,0,53995,Director,Peter Brosens
83430,Directing,0,53996,Director,Jessica Hope Woodworth
13634,Directing,2,74878,Director,Tay Garnett
144089,Directing,2,1120483,Director,Mircea Veroiu
40229,Directing,2,68770,Director,Mark Rosman
10800,Directing,2,66856,Director,Guillaume Ivernel
10800,Directing,2,66857,Director,Arthur Qwak
25676,Directing,2,70109,Director,Benny Chan
44941,Directing,2,12804,Director,Peter Yates
25205,Directing,2,20430,Director,Radu Mihaileanu
14981,Directing,0,111459,Director,Robert Baca
45699,Directing,2,73508,Director,Philippe Muyl
17606,Directing,2,36693,Director,Richard Eyre
25594,Directing,2,64211,Director,Franck Khalfoun
25602,Directing,0,78108,Director,Isaac Florentine
40660,Directing,0,124269,Director,Neil Hardwick
101376,Directing,0,1024845,Director,Nahid Persson Sarvestani
49956,Directing,2,93911,Director,Terence Davies
43844,Directing,0,38393,Director,Marcel Pagnol
15930,Directing,0,141227,Director,Natasha Arthy
65642,Directing,0,148082,Director,Sacha Guitry
86303,Directing,2,543652,Director,Ritwik Ghatak
63771,Directing,2,37770,Director,Claude Autant-Lara
52229,Directing,0,4109,Director,Michael Curtiz
2395,Directing,2,20674,Director,Thomas Langmann
2395,Directing,2,24886,Director,Frédéric Forestier
13855,Directing,2,1296119,Director,Na Hong-jin
21153,Directing,0,436423,Director,Randy Olson
83994,Directing,2,38883,Director,Arnaud Desplechin
5761,Directing,0,40863,Director,Joe Swanberg
57978,Directing,2,65452,Director,Mike Leigh
23999,Directing,2,65452,Director,Mike Leigh
42720,Directing,2,46230,Director,Nagisa Ōshima
17911,Directing,0,65242,Director,Jack Perez
32559,Directing,1,480666,Director,Katarzyna Roslaniec
253476,Directing,2,1055007,Director,Vinko Möderndorfer
69061,Directing,0,83961,Director,John R. Cherry III
13382,Directing,0,144977,Director,Larry Roemer
13358,Directing,2,80523,Director,Ron Oliver
33511,Directing,1,1137903,Director,Sam Taylor-Johnson
27182,Directing,2,97162,Director,Ben Niles
29110,Directing,0,102967,Director,Oliver Hodge
23410,Directing,2,90108,Director,Mark A. Lewis
266740,Directing,0,1076268,Director,Jukka Kärkkäinen
22164,Directing,2,58037,Director,Ben Ramsey
15255,Directing,0,78108,Director,Isaac Florentine
71885,Directing,2,72258,Director,Steve Boyum
20453,Directing,0,85675,Director,Rajkumar Hirani
108573,Directing,2,1025547,Director,Martin Asphaug
16095,Directing,2,79322,Director,Erik Poppe
4253,Directing,0,35784,Director,Kunal Kohli
43346,Directing,2,107454,Director,Henry Cornelius
40083,Directing,2,3636,Director,Paul Newman
61864,Directing,2,11195,Director,Gérard Oury
59390,Directing,2,125543,Director,Michael Lindsay-Hogg
22894,Directing,0,116357,Director,Scott Stewart
15807,Directing,0,11435,Director,Howard Hawks
85507,Directing,2,143561,Director,Sam Taylor
72241,Directing,2,8636,Director,Cecil B. DeMille
22404,Directing,2,68,Director,Fritz Lang
27567,Directing,0,98251,Director,Sebastián Silva
147692,Directing,0,1126277,Director,Dan Pița
41787,Directing,2,10702,Director,Martin Campbell
106482,Directing,0,1196433,Director,Noah Stern
26752,Directing,0,587444,Director,Horatiu Malaele
48609,Directing,2,1927,Director,Blake Edwards
160266,Directing,2,83173,Director,Yuthlert Sippapak
21033,Directing,2,92177,Director,Dean O'Flaherty
23988,Directing,2,73833,Director,Bo Zenga
186129,Directing,0,236376,Director,Paul Wilmshurst
51120,Directing,0,1242904,Director,Vincent J. Donehue
21453,Directing,2,56339,Director,Yoshiaki Kawajiri
5153,Directing,0,41611,Director,Giovanni Pastrone
17836,Directing,0,4109,Director,Michael Curtiz
51429,Directing,0,86246,Director,Teruo Ishii
32130,Directing,2,32134,Director,Charles Vidor
126083,Directing,2,108987,Director,William A. Seiter
13522,Directing,0,75043,Director,Peter Flinth
47370,Directing,2,85309,Director,Kihachi Okamoto
31156,Directing,0,107699,Director,Boris Acosta
84104,Directing,0,236380,Director,Michael Findlay
46336,Directing,0,135890,Director,Susan Buice
46336,Directing,0,135891,Director,Arin Crumley
27569,Directing,2,56717,Director,Tom Vaughan
62775,Directing,0,122402,Director,Kari Väänänen
120109,Directing,2,21311,Director,Wesley Ruggles
8349,Directing,2,55322,Director,Nikolai Müllerschön
75877,Directing,2,237350,Director,Mario Camus
43891,Directing,2,2891,Director,Josef von Sternberg
33295,Directing,0,1176015,Director,Kristopher Belman
29501,Directing,2,104025,Director,David M. Rosenthal
16453,Directing,2,91610,Director,Michael Blieden
13477,Directing,2,16837,Director,Mark Steven Johnson
12201,Directing,2,10702,Director,Martin Campbell
47554,Directing,2,231550,Director,Quentin Lee
33395,Directing,2,120757,Director,James Tinling
2974,Directing,2,2991,Director,Robert Wiene
14016,Directing,0,25236,Director,Johnnie To
14016,Directing,0,58052,Director,Wai Ka-Fai
94706,Directing,2,37833,Director,Víctor Erice
26466,Directing,2,41041,Director,Christopher Smith
49807,Directing,0,573606,Director,Ademir Kenović
99749,Directing,0,15175,Director,William Friedkin
79509,Directing,2,19266,Director,Larry Cohen
46623,Directing,2,40199,Director,Anthony Mann
52863,Directing,0,97774,Director,Alfred E. Green
92283,Directing,2,119784,Director,Gilbert Cates
42137,Directing,0,142714,Director,Tomoharu Katsumata
8952,Directing,2,56411,Director,Glenn Ficarra
8952,Directing,0,56412,Director,John Requa
40724,Directing,2,134306,Director,Kevin Sullivan
33159,Directing,0,110266,Director,Terrence Martin
26137,Directing,0,94749,Director,Jiang Xiao
71825,Directing,2,73194,Director,Barry Primus
103201,Directing,2,67753,Director,Mark L. Lester
98246,Directing,0,107762,Director,Alexander Sokurov
33630,Directing,2,18738,Director,George Stevens
51675,Directing,0,130145,Director,Gregory Greene
33602,Directing,2,8843,Director,Mick Jackson
12169,Directing,0,71506,Director,Rémi Bezançon
252407,Directing,1,18969,Director,Doris Dörrie
43333,Directing,2,33064,Director,Henry Koster
42212,Directing,2,55273,Director,Robert Klane
33728,Directing,2,73256,Director,David Miller
27989,Directing,1,57854,Director,Cheryl Hines
25983,Directing,2,101542,Director,Ti West
42683,Directing,0,4109,Director,Michael Curtiz
42683,Directing,2,81165,Director,Archie Mayo
271677,Directing,0,1284967,Director,Anil Sharma
46423,Directing,0,1097571,Director,Radhika Rao
46423,Directing,0,1143467,Director,Vinay Sapru
24469,Directing,1,71082,Director,Andrea Arnold
11518,Directing,0,35771,Director,Aditya Chopra
7344,Directing,2,52542,Director,Veit Helmer
4887,Directing,0,40025,Director,Özer Kiziltan
51022,Directing,0,213379,Director,Srđan Dragojević
31578,Directing,2,10051,Director,Tobe Hooper
31578,Directing,2,11770,Director,John Carpenter
31578,Directing,0,62026,Director,Larry Sulkis
18670,Directing,2,548474,Director,Wong Jing
25293,Directing,2,56983,Director,Rodney Gibbons
59013,Directing,2,56983,Director,Rodney Gibbons
32856,Directing,2,1201,Director,Garry Marshall
7978,Directing,2,4945,Director,Joe Johnston
60086,Directing,0,79490,Director,Jonas Barnes
60086,Directing,2,79492,Director,Michael Manasseri
11324,Directing,2,1032,Director,Martin Scorsese
90052,Directing,2,56983,Director,Rodney Gibbons
81382,Directing,2,56983,Director,Rodney Gibbons
8898,Directing,0,56208,Director,Lucrecia Martel
183946,Directing,0,1167115,Director,Chris Chan Lee
17334,Directing,2,61848,Director,James Dodson
26715,Directing,0,102402,Director,Rick Jacobson
19311,Directing,1,84448,Director,Tatia Rosenthal
38448,Directing,0,17016,Director,Neil Jordan
45988,Directing,2,152183,Director,Justin Hardy
20047,Directing,2,40282,Director,Philippe Martinez
55522,Directing,0,109891,Director,Klaus Härö
81399,Directing,2,28615,Director,Éric Rohmer
13949,Directing,2,84737,Director,Adrian Shergold
24253,Directing,2,76325,Director,Daniel Alfredson
15324,Directing,0,1150487,Director,Peter Sunde
32657,Directing,2,10965,Director,Chris Columbus
23742,Directing,2,19303,Director,Kevin Smith
36457,Directing,2,32765,Director,Tony Richardson
27561,Directing,2,60962,Director,Mike Clattenburg
11439,Directing,2,3556,Director,Roman Polanski
42586,Directing,2,1927,Director,Blake Edwards
26963,Directing,2,96676,Director,Tomm Moore
26963,Directing,1,96677,Director,Nora Twomey
32868,Directing,2,109745,Director,Lee Toland Krieger
30298,Directing,2,4081,Director,Stanley Kramer
23172,Directing,2,13581,Director,Brian Levant
30128,Directing,2,36187,Director,Bob Gosse
29381,Directing,2,31497,Director,John Cromwell
42295,Directing,0,37360,Director,Henry Hathaway
41894,Directing,2,7671,Director,Jeb Stuart
67736,Directing,2,25161,Director,Marcel Carné
25950,Directing,2,52968,Director,Russell Mulcahy
32124,Directing,2,108926,Director,Adam Salky
26428,Directing,2,19840,Director,Alejandro Amenábar
56931,Directing,2,21869,Director,George Pal
12273,Directing,2,85801,Director,Anees Bazmee
22805,Directing,1,89395,Director,Katherine Dieckmann
79519,Directing,0,588044,Director,Jaffar Mahmood
20083,Directing,0,240150,Director,Derek Yee Tung-Sing
29388,Directing,2,103699,Director,Gary Yates
15357,Directing,0,78146,Director,Patrick Alessandrin
20406,Directing,2,86037,Director,Jeff Crook
20406,Directing,0,86038,Director,Josh Crook
22166,Directing,0,227212,Director,David Betances
408956,Directing,0,1470051,Director,Anastasia Lapsui
408956,Directing,0,1470052,Director,Markku Lehmuskallio
18489,Directing,2,31655,Director,Mike Bonanno
18489,Directing,2,31656,Director,Andy Bichlbaum
18489,Directing,0,567559,Director,Kurt Engfehr
120280,Directing,0,232313,Director,Armand Lohikoski
19962,Directing,2,18308,Director,Steve Barron
29427,Directing,2,52609,Director,Breck Eisner
22971,Directing,2,5306,Director,Lasse Hallström
45576,Directing,0,423584,Director,Lixin Fan
23023,Directing,2,15045,Director,Michael Lembeck
29785,Directing,2,93911,Director,Terence Davies
63195,Directing,0,95568,Director,Peter Watkins
20871,Directing,0,96423,Director,Aleksandr Seryj
14235,Directing,0,78626,Director,Franck Vestiel
71370,Directing,0,562674,Director,James Bonner
25967,Directing,2,124635,Director,Billy O'Brien
5595,Directing,0,44263,Director,Luis Piedrahita
5595,Directing,0,44264,Director,Rodrigo Sopeña
32092,Directing,0,108835,Director,Philippe Aractingi
10664,Directing,2,54525,Director,Jaume Balagueró
10664,Directing,2,54526,Director,Paco Plaza
28739,Directing,2,101542,Director,Ti West
17473,Directing,2,81916,Director,Tommy Wiseau
200664,Directing,0,91730,Director,Jeff Lew
224642,Directing,2,222298,Director,Matti Kassila
117499,Directing,0,222316,Director,Mikko Niskanen
174748,Directing,0,1157342,Director,Leif Erlsboe
26022,Directing,2,35736,Director,Karan Johar
12155,Directing,2,510,Director,Tim Burton
40623,Directing,0,126597,Director,Stéphane Aubier
40623,Directing,0,126599,Director,Vincent Patar
22972,Directing,2,25598,Director,Paul Greengrass
119819,Directing,2,14643,Director,William A. Wellman
29182,Directing,2,103150,Director,Malcolm Venville
17277,Directing,2,40199,Director,Anthony Mann
24424,Directing,0,91602,Director,Scandar Copti
24424,Directing,0,91603,Director,Yaron Shani
26389,Directing,2,35453,Director,Pierre Morel
61880,Directing,2,40199,Director,Anthony Mann
31515,Directing,2,32327,Director,Ken Russell
20618,Directing,2,54590,Director,Steve Rash
28925,Directing,2,102382,Director,Milan Konjević
28925,Directing,0,102383,Director,Milan Todorović
23488,Directing,2,56710,Director,Oliver Parker
26771,Directing,2,68687,Director,Bill Forsyth
43012,Directing,0,18669,Director,J. Lee Thompson
27583,Directing,2,5656,Director,Noah Baumbach
6883,Directing,2,51373,Director,Larry Peerce
26390,Directing,2,20907,Director,Antoine Fuqua
34016,Directing,2,111686,Director,Jim Field Smith
25941,Directing,2,94918,Director,Daniel Barber
34195,Directing,0,122841,Director,Kerry Anne Mullaney
20471,Directing,0,57633,Director,Rawson Marshall Thurber
18514,Directing,0,145359,Director,Gina Kim
23169,Directing,2,16834,Director,Allen Coulter
18704,Directing,0,127531,Director,Song Hae-sung
12718,Directing,2,51917,Director,Larry Clark
15360,Directing,0,107331,Director,John Llewellyn Moxey
19969,Directing,0,969801,Director,Tero Molin
19969,Directing,0,969806,Director,Tommi Lepola
85521,Directing,1,227525,Director,Shirley Clarke
36233,Directing,2,16214,Director,Mario Van Peebles
16763,Directing,2,65420,Director,Louis Morneau
16350,Directing,2,72611,Director,Fabrice Du Welz
15846,Directing,2,78806,Director,J.T. Petty
14765,Directing,2,52342,Director,Olivier Marchal
44363,Directing,2,70890,Director,Adam Green
94182,Directing,2,67426,Director,William Keighley
34592,Directing,2,115627,Director,Kevin Hamedani
26430,Directing,0,93019,Director,Adam Bhala Lough
59719,Directing,0,1300349,Director,Tetsuro Animo
30903,Directing,2,21227,Director,Sergio Martino
26623,Directing,2,62020,Director,Jack Sholder
55412,Directing,0,222316,Director,Mikko Niskanen
48145,Directing,2,6648,Director,Ingmar Bergman
29426,Directing,2,14999,Director,George A. Romero
217632,Directing,0,1063379,Director,Teuvo Tulio
195204,Directing,0,222316,Director,Mikko Niskanen
34335,Directing,0,112289,Director,Chris Shadley
16239,Directing,0,80172,Director,Marty Callner
80196,Directing,2,21305,Director,Lloyd Bacon
31299,Directing,0,93560,Director,Paul Morrison
34563,Directing,0,51866,Director,Rick Famuyiwa
27573,Directing,2,17167,Director,Andy Tennant
32678,Directing,0,111415,Director,Alex De Rakoff
12834,Directing,2,1462,Director,Tim Blake Nelson
31723,Directing,2,19656,Director,Sebastian Gutierrez
24225,Directing,1,91388,Director,Havana Marking
49508,Directing,2,51677,Director,Gordon Douglas
26558,Directing,0,28283,Director,Buddy Giovinazzo
15483,Directing,2,4955,Director,Dario Argento
31678,Directing,0,94180,Director,Charles Reisner
45921,Directing,2,91659,Director,Harry Bromley Davenport
33788,Directing,0,111388,Director,Joel Bergvall
